StellarType,MassMstar/Msun,LuminosityLstar/Lsun,RadiusRstar/Rsun,TempK,Color IndexB-V,Abs MagMv,Bolo CorrBC(Temp),Bolo MagMbol,Star ColorRGB 0-255
S8III,4.1,51500.0,1640.0,2180.0,2.25,-0.1,-6.93,-7.03,255 167 097
S8IV,2.1,2440.0,361.0,2167.0,2.26,3.3,-7.02,-3.72,255 206 151
S8V,0.1,0.00353,0.434,2167.0,2.26,17.9,-7.02,10.88,255 198 109
S8VI,0.1,0.00244,0.361,2167.0,2.26,18.3,-7.02,11.28,255 198 109
S9Ia0,12.0,711000000.0,231000.0,1990.0,2.4,-9.0,-8.38,-17.38,255 157 000
S9Ia,10.0,103000000.0,87900.0,1990.0,2.4,-6.9,-8.38,-15.28,255 157 000
S9Ib,8.0,17900000.0,36700.0,1990.0,2.4,-5.0,-8.38,-13.38,255 157 000
S9II,6.0,2830000.0,14600.0,1990.0,2.4,-3.0,-8.38,-11.38,255 190 091
S9III,4.1,179000.0,3670.0,1990.0,2.4,0.0,-8.38,-8.38,255 233 154
S9IV,2.1,7910.0,764.0,2000.0,2.39,3.3,-8.3,-5.0,255 205 150
S9V,0.1,0.00415,0.553,2000.0,2.39,19.0,-8.3,10.7,255 198 108
S9VI,0.1,0.00415,0.553,2000.0,2.39,19.0,-8.3,10.7,255 198 108
DA0,1.1,6.91,0.00902,100000.0,-0.37,10.2,-7.55,2.65,155 178 255
DA1,0.9,0.265,0.00696,50400.0,-0.35,10.8,-4.61,6.19,159 181 255
DA2,0.8,0.0255,0.00864,25200.0,-0.27,11.4,-2.67,8.73,168 189 255
DA3,0.7,0.00602,0.00944,16800.0,-0.2,11.9,-1.6,10.3,179 197 255
DA4,0.6,0.00182,0.00922,12600.0,-0.13,12.5,-0.9,11.6,192 207 255
DA5,0.5,0.000693,0.0089,10080.0,-0.07,13.1,-0.45,12.65,207 218 255
DA6,0.4,0.000315,0.00864,8400.0,0.09,13.7,-0.2,13.5,224 230 255
DA7,0.3,0.00018,0.00889,7200.0,0.34,14.2,-0.09,14.11,243 243 255
DA8,0.2,0.000105,0.00887,6300.0,0.55,14.8,-0.1,14.7,255 247 245
DA9,0.1,6.73e-05,0.00898,5600.0,0.74,15.4,-0.22,15.18,255 239 225
DB0,1.1,6.91,0.00902,100000.0,-0.37,10.2,-7.55,2.65,155 178 255
DB1,0.9,0.265,0.00696,50400.0,-0.35,10.8,-4.61,6.19,159 181 255
DB2,0.8,0.0255,0.00864,25200.0,-0.27,11.4,-2.67,8.73,168 189 255
DB3,0.7,0.00602,0.00944,16800.0,-0.2,11.9,-1.6,10.3,179 197 255
DB4,0.6,0.00182,0.00922,12600.0,-0.13,12.5,-0.9,11.6,192 207 255
DB5,0.5,0.000693,0.0089,10080.0,-0.07,13.1,-0.45,12.65,207 218 255
DB6,0.4,0.000315,0.00864,8400.0,0.09,13.7,-0.2,13.5,224 230 255
DB7,0.3,0.00018,0.00889,7200.0,0.34,14.2,-0.09,14.11,243 243 255
DB8,0.2,0.000105,0.00887,6300.0,0.55,14.8,-0.1,14.7,255 247 245
DB9,0.1,6.73e-05,0.00898,5600.0,0.74,15.4,-0.22,15.18,255 239 225
DC0,1.1,6.91,0.00902,100000.0,-0.37,10.2,-7.55,2.65,155 178 255
DC1,0.9,0.265,0.00696,50400.0,-0.35,10.8,-4.61,6.19,159 181 255
DC2,0.8,0.0255,0.00864,25200.0,-0.27,11.4,-2.67,8.73,168 189 255
DC3,0.7,0.00602,0.00944,16800.0,-0.2,11.9,-1.6,10.3,179 197 255
DC4,0.6,0.00182,0.00922,12600.0,-0.13,12.5,-0.9,11.6,192 207 255
DC5,0.5,0.000693,0.0089,10080.0,-0.07,13.1,-0.45,12.65,207 218 255
DC6,0.4,0.000315,0.00864,8400.0,0.09,13.7,-0.2,13.5,224 230 255
DC7,0.3,0.00018,0.00889,7200.0,0.34,14.2,-0.09,14.11,243 243 255
DC8,0.2,0.000105,0.00887,6300.0,0.55,14.8,-0.1,14.7,255 247 245
DC9,0.1,6.73e-05,0.00898,5600.0,0.74,15.4,-0.22,15.18,255 239 225
DO0,1.1,6.91,0.00902,100000.0,-0.37,10.2,-7.55,2.65,155 178 255
DO1,0.9,0.265,0.00696,50400.0,-0.35,10.8,-4.61,6.19,159 181 255
DO2,0.8,0.0255,0.00864,25200.0,-0.27,11.4,-2.67,8.73,168 189 255
DO3,0.7,0.00602,0.00944,16800.0,-0.2,11.9,-1.6,10.3,179 197 255
DO4,0.6,0.00182,0.00922,12600.0,-0.13,12.5,-0.9,11.6,192 207 255
DO5,0.5,0.000693,0.0089,10080.0,-0.07,13.1,-0.45,12.65,207 218 255
DO6,0.4,0.000315,0.00864,8400.0,0.09,13.7,-0.2,13.5,224 230 255
DO7,0.3,0.00018,0.00889,7200.0,0.34,14.2,-0.09,14.11,243 243 255
DO8,0.2,0.000105,0.00887,6300.0,0.55,14.8,-0.1,14.7,255 247 245
DO9,0.1,6.73e-05,0.00898,5600.0,0.74,15.4,-0.22,15.18,255 239 225
DQ0,1.1,6.91,0.00902,100000.0,-0.37,10.2,-7.55,2.65,155 178 255
DQ1,0.9,0.265,0.00696,50400.0,-0.35,10.8,-4.61,6.19,159 181 255
DQ2,0.8,0.0255,0.00864,25200.0,-0.27,11.4,-2.67,8.73,168 189 255
DQ3,0.7,0.00602,0.00944,16800.0,-0.2,11.9,-1.6,10.3,179 197 255
DQ4,0.6,0.00182,0.00922,12600.0,-0.13,12.5,-0.9,11.6,192 207 255
DQ5,0.5,0.000693,0.0089,10080.0,-0.07,13.1,-0.45,12.65,207 218 255
DQ6,0.4,0.000315,0.00864,8400.0,0.09,13.7,-0.2,13.5,224 230 255
DQ7,0.3,0.00018,0.00889,7200.0,0.34,14.2,-0.09,14.11,243 243 255
DQ8,0.2,0.000105,0.00887,6300.0,0.55,14.8,-0.1,14.7,255 247 245
DQ9,0.1,6.73e-05,0.00898,5600.0,0.74,15.4,-0.22,15.18,255 239 225
DZ0,1.1,6.91,0.00902,100000.0,-0.37,10.2,-7.55,2.65,155 178 255
DZ1,0.9,0.265,0.00696,50400.0,-0.35,10.8,-4.61,6.19,159 181 255
DZ2,0.8,0.0255,0.00864,25200.0,-0.27,11.4,-2.67,8.73,168 189 255
DZ3,0.7,0.00602,0.00944,16800.0,-0.2,11.9,-1.6,10.3,179 197 255
DZ4,0.6,0.00182,0.00922,12600.0,-0.13,12.5,-0.9,11.6,192 207 255
DZ5,0.5,0.000693,0.0089,10080.0,-0.07,13.1,-0.45,12.65,207 218 255
DZ6,0.4,0.000315,0.00864,8400.0,0.09,13.7,-0.2,13.5,224 230 255
DZ7,0.3,0.00018,0.00889,7200.0,0.34,14.2,-0.09,14.11,243 243 255
DZ8,0.2,0.000105,0.00887,6300.0,0.55,14.8,-0.1,14.7,255 247 245
DZ9,0.1,6.73e-05,0.00898,5600.0,0.74,15.4,-0.22,15.18,255 239 225
